seqId,synonymousDiff,NonSynonymousDiff
GBMA2263-09|Saimiri sciureus|COI-5P|FJ785425,104,18
GBMA2264-09|Saguinus oedipus|COI-5P|FJ785424,104,16
GBHS5223-09|Homo sapiens|COI-5P|FJ004813,1,0
GBHS5325-09|Homo sapiens|COI-5P|DQ305036,0,0
GBHS5181-09|Homo sapiens|COI-5P|EU872038,0,0
GBHS5174-09|Homo sapiens|COI-5P|EU872045,1,1
GBHS5465-09|Homo sapiens|COI-5P|EU007843,0,0
GBHS5871-09|Homo sapiens|COI-5P|GQ231312,2,0
GBHS5626-09|Homo sapiens|COI-5P|EF657240,0,0
GBHS5546-09|Homo sapiens|COI-5P|EF657528,0,0
GBHS5751-09|Homo sapiens|COI-5P|FJ527779,0,0
GBHS4954-09|Homo sapiens|COI-5P|FJ460534,0,0
GBHS5819-09|Homo neanderthalensis|COI-5P|FM865410,8,0
GBHS5517-09|Homo sapiens|COI-5P|EF657636,0,0
GBHS5004-09|Homo sapiens|COI-5P|FJ573258,0,0
GBHS5766-09|Homo sapiens|COI-5P|EU558518,0,0
GBHS5821-09|Homo neanderthalensis|COI-5P|FM865408,8,0
GBHS5820-09|Homo neanderthalensis|COI-5P|FM865409,8,0
GBHS5276-09|Homo sapiens|COI-5P|EU443482,1,0
GBHS5701-09|Homo sapiens|COI-5P|EF064321,0,0
GBHS5018-09|Homo sapiens|COI-5P|FJ198220,1,0
GBHS5738-09|Homo sapiens|COI-5P|FJ625857,0,0
GBHS4945-09|Homo sapiens|COI-5P|FJ460543,0,0
GBHS4815-09|Homo sapiens|COI-5P|AP011002,2,0
GBHS5838-09|Homo sapiens|COI-5P|GQ129175,0,0
GBHS4790-09|Homo sapiens|COI-5P|AP011027,0,0
GBHS5818-09|Homo neanderthalensis|COI-5P|FM865411,8,0
GBHS5008-09|Homo sapiens|COI-5P|FJ543390,0,0
GBHS5264-09|Homo sapiens|COI-5P|EU443494,0,0
GBHS5663-09|Homo sapiens|COI-5P|EF184626,1,0
GBHS5400-09|Homo sapiens|COI-5P|EU545458,2,0
GBHS5415-09|Homo sapiens|COI-5P|EU545443,0,0
GBHS5861-09|Homo sapiens|COI-5P|GQ129152,0,0
GBHS5210-09|Homo sapiens|COI-5P|FJ004826,1,1
GBHS5822-09|Homo neanderthalensis|COI-5P|FM865407,8,0
GBHS4921-09|Homo sapiens|COI-5P|FJ608581,0,0
GBHS5022-09|Homo sapiens|COI-5P|FJ198216,1,0
GBHS4922-09|Homo sapiens|COI-5P|FJ603099,0,0
GBHS5263-09|Homo sapiens|COI-5P|EU443495,0,0
GBHS5372-09|Homo sapiens|COI-5P|DQ282452,0,0
GBHS5599-09|Homo sapiens|COI-5P|EF657332,2,0
GBHS5148-09|Homo sapiens|COI-5P|FJ380056,0,0
GBHS5244-09|Homo sapiens|COI-5P|EU443514,0,0
GBHS5495-09|Homo sapiens|COI-5P|EF657710,0,0
GBHS5369-09|Homo sapiens|COI-5P|DQ282469,0,0
GBHS5529-09|Homo sapiens|COI-5P|EF657584,0,0
GBHS5291-09|Homo sapiens|COI-5P|EU443466,0,0
GBHS5549-09|Homo sapiens|COI-5P|EF657512,0,0
GBHS5133-09|Homo sapiens|COI-5P|EU810403,0,0
GBHS37654-19|Homo sapiens|COI-5P|MH359202,0,0
GBHS37636-19|Homo sapiens|COI-5P|MH359214,0,0
GBHS37646-19|Homo sapiens|COI-5P|MH359197,0,0
GBHS12254-13|Homo sapiens|COI-5P|JQ705393,0,1
GBHS9090-13|Homo sapiens|COI-5P|KC257343,4,0
GBHS9354-13|Homo sapiens|COI-5P|JX900677,0,0
GBHS9405-13|Homo sapiens|COI-5P|JX900626,0,0
GBHS9261-13|Homo sapiens|COI-5P|JX900770,0,0
GBHS12581-13|Homo sapiens|COI-5P|JQ705066,0,0
GBHS13565-13|Homo sapiens|COI-5P|JQ704082,0,0
GBHS11230-13|Homo sapiens|COI-5P|KC345970,2,0
GBHS9929-13|Homo sapiens|COI-5P|JX303889,2,0
GBHS15580-13|Homo sapiens|COI-5P|JQ702065,3,0
GBHS10429-13|Homo sapiens|COI-5P|JQ446397,0,0
GBHS15610-13|Homo sapiens|COI-5P|JQ702035,0,0
GBHS8587-13|Homo sapiens|COI-5P|JQ324550,0,0
GBHS9645-13|Homo sapiens|COI-5P|JX900386,0,0
GBHS8878-13|Homo sapiens|COI-5P|KC533512,2,0
GBHS7848-13|Homo sapiens|COI-5P|JQ797872,0,1
GBHS12191-13|Homo sapiens|COI-5P|JQ705456,0,0
GBHS8448-13|Homo sapiens|COI-5P|JQ324689,0,0
CYTC2007-12|Homo sapiens|COI-5P|JQ045015,0,0
CYTC1900-12|Homo sapiens|COI-5P|JQ044908,0,0
GBHS10068-13|Homo sapiens|COI-5P|JX303750,0,0
GBHS7301-13|Homo sapiens|COI-5P|FJ383223,0,0
GBHS13369-13|Homo sapiens|COI-5P|JQ704278,0,0
GBHS8524-13|Homo sapiens|COI-5P|JQ324613,0,0
GBHS8331-13|Homo sapiens|COI-5P|JQ324806,0,0
GBHS14542-13|Homo sapiens|COI-5P|JQ703103,0,0
GBHS9828-13|Homo sapiens|COI-5P|JX847130,0,0
CYTC1173-12|Homo sapiens|COI-5P|JN009620,0,0
GBHS7949-13|Homo sapiens|COI-5P|JQ797771,0,0
GBHS15326-13|Homo sapiens|COI-5P|JQ702319,0,0
GBHS9097-13|Homo sapiens|COI-5P|KC257336,4,0
GBHS12041-13|Homo sapiens|COI-5P|JQ705606,1,0
CYTC358-12|Homo sapiens|COI-5P|HQ012222,0,0
CYTC934-12|Homo sapiens|COI-5P|JF431058,0,0
CYTC3128-12|Homo sapiens|COI-5P|HM596675,0,0
GBHS8718-13|Homo sapiens|COI-5P|JN214439,0,0
GBHS6907-13|Homo sapiens|COI-5P|FJ383617,1,0
GBHS11402-13|Homo sapiens|COI-5P|KC345798,2,0
GBHS11102-13|Homo sapiens|COI-5P|KC346098,2,0
GBHS11211-13|Homo sapiens|COI-5P|KC345989,1,0
CYTC938-12|Homo sapiens|COI-5P|JF431062,1,0
GBHS6914-13|Homo sapiens|COI-5P|FJ383610,1,0
GBHS10820-13|Homo sapiens|COI-5P|KC993980,0,0
GBHS14104-13|Homo sapiens|COI-5P|JQ703541,0,0
GBHS14987-13|Homo sapiens|COI-5P|JQ702658,0,0
GBHS12738-13|Homo sapiens|COI-5P|JQ704909,0,0
CYTC2041-12|Homo sapiens|COI-5P|JQ045048,0,0
CYTC1951-12|Homo sapiens|COI-5P|JQ044959,0,0
GBHS7945-13|Homo sapiens|COI-5P|JQ797775,0,0
GBHS9102-13|Homo sapiens|COI-5P|KC257331,2,0
GBHS11295-13|Homo sapiens|COI-5P|KC345905,2,0
GBHS11037-13|Homo sapiens|COI-5P|KC346163,2,0
GBHS11264-13|Homo sapiens|COI-5P|KC345936,2,0
CYTC1669-12|Homo sapiens|COI-5P|JN655807,2,0
GBHS15220-13|Homo sapiens|COI-5P|JQ702425,1,0
GBHS8406-13|Homo sapiens|COI-5P|JQ324731,1,0
GBHS7231-13|Homo sapiens|COI-5P|FJ383293,0,0
CYTC2069-12|Homo sapiens|COI-5P|JQ045076,0,0
GBHS13033-13|Homo sapiens|COI-5P|JQ704614,0,0
GBHS6777-13|Homo sapiens|COI-5P|FJ383747,0,0
GBHS8062-13|Homo sapiens|COI-5P|JF824899,0,0
GBHS9341-13|Homo sapiens|COI-5P|JX900690,0,0
CYTC770-12|Homo sapiens|COI-5P|HQ873525,0,0
GBHS11347-13|Homo sapiens|COI-5P|KC345853,2,0
GBHS7068-13|Homo sapiens|COI-5P|FJ383456,0,0
GBHS14634-13|Homo sapiens|COI-5P|JQ703011,0,0
CYTC2221-12|Homo sapiens|COI-5P|JQ245800,0,0
GBHS13781-13|Homo sapiens|COI-5P|JQ703866,0,0
GBHS12383-13|Homo sapiens|COI-5P|JQ705264,0,0
GBHS14404-13|Homo sapiens|COI-5P|JQ703241,0,0
CYTC1078-12|Homo sapiens|COI-5P|JF830642,0,0
GBHS13653-13|Homo sapiens|COI-5P|JQ703994,2,0
GBHS13578-13|Homo sapiens|COI-5P|JQ704069,2,0
GBHS12237-13|Homo sapiens|COI-5P|JQ705410,1,0
GBHS14127-13|Homo sapiens|COI-5P|JQ703518,1,0
GBHS13426-13|Homo sapiens|COI-5P|JQ704221,0,1
GBHS10801-13|Homo sapiens|COI-5P|KC993999,0,0
GBHS12451-13|Homo sapiens|COI-5P|JQ705196,0,0
GBHS12230-13|Homo sapiens|COI-5P|JQ705417,0,0
GBHS11942-13|Homo sapiens|COI-5P|JQ705705,0,0
GBHS10591-13|Homo sapiens|COI-5P|KF424268,0,0
GBHS11787-13|Homo sapiens|COI-5P|JQ705860,0,0
GBHS7852-13|Homo sapiens|COI-5P|JQ797868,0,0
CYTC836-12|Homo sapiens|COI-5P|JF260933,0,0
CYTC2183-12|Homo sapiens|COI-5P|JQ245762,0,0
GBHS15104-13|Homo sapiens|COI-5P|JQ702541,0,0
GBHS10579-13|Homo sapiens|COI-5P|GU181350,0,0
GBHS11836-13|Homo sapiens|COI-5P|JQ705811,0,0
GBHS11108-13|Homo sapiens|COI-5P|KC346092,2,0
GBHS15747-13|Homo sapiens|COI-5P|JQ701898,0,0
GBHS11460-13|Homo sapiens|COI-5P|JX297178,0,0
GBHS11534-13|Homo sapiens|COI-5P|JX120752,0,0
CYTC639-12|Homo sapiens|COI-5P|HQ651700,0,0
GBHS12572-13|Homo sapiens|COI-5P|JQ705075,0,0
GBHS15731-13|Homo sapiens|COI-5P|JQ701914,0,0
GBHS9650-13|Homo sapiens|COI-5P|JX900381,0,0
CYTC3192-12|Homo sapiens|COI-5P|HM771118,1,0
GBHS11825-13|Homo sapiens|COI-5P|JQ705822,0,0
GBHS11370-13|Homo sapiens|COI-5P|KC345830,2,0
GBHS12690-13|Homo sapiens|COI-5P|JQ704957,0,0
GBHS8246-13|Homo sapiens|COI-5P|JQ324891,0,0
GBHS13687-13|Homo sapiens|COI-5P|JQ703960,0,0
GBHS12873-13|Homo sapiens|COI-5P|JQ704774,0,0
GBHS11990-13|Homo sapiens|COI-5P|JQ705657,0,0
GBHS8251-13|Homo sapiens|COI-5P|JQ324886,0,0
GBHS7494-13|Homo sapiens|COI-5P|HM560726,0,0
GBHS11010-13|Homo sapiens|COI-5P|KC346190,2,0
GBHS9691-13|Homo sapiens|COI-5P|JX900340,0,0
GBHS11673-13|Homo sapiens|COI-5P|JQ705974,0,0
GBHS13023-13|Homo sapiens|COI-5P|JQ704624,0,0
GBHS12304-13|Homo sapiens|COI-5P|JQ705343,0,0
GBHS14214-13|Homo sapiens|COI-5P|JQ703431,0,0
GBHS13950-13|Homo sapiens|COI-5P|JQ703696,0,0
CYTC1690-12|Homo sapiens|COI-5P|JN655828,0,0
GBHS8019-13|Homo sapiens|COI-5P|JF824942,0,0
GBHS7451-13|Homo sapiens|COI-5P|HM804481,0,0
CYTC2180-12|Homo sapiens|COI-5P|JQ245759,0,0
CYTC2962-12|Homo sapiens|COI-5P|HM156690,0,0
GBHS15274-13|Homo sapiens|COI-5P|JQ702371,0,0
GBHS12054-13|Homo sapiens|COI-5P|JQ705593,0,0
GBHS8183-13|Homo sapiens|COI-5P|JQ664524,0,0
GBHS8926-13|Homo sapiens|COI-5P|KC533464,0,0
GBHS9833-13|Homo sapiens|COI-5P|JX912164,0,0
GBMA7422-13|Homo neanderthalensis|COI-5P|KC879692,8,0
GBHS8568-13|Homo sapiens|COI-5P|JQ324569,1,0
GBHS9712-13|Homo sapiens|COI-5P|JX987467,1,0
GBHS13063-13|Homo sapiens|COI-5P|JQ704584,0,0
CYTC379-12|Homo sapiens|COI-5P|HQ012243,0,0
GBHS12793-13|Homo sapiens|COI-5P|JQ704854,0,0
GBHS9851-13|Homo sapiens|COI-5P|JX413043,0,0
GBHS11450-13|Homo sapiens|COI-5P|JX297190,0,0
GBHS9111-13|Homo sapiens|COI-5P|KC257322,0,0
GBHS7881-13|Homo sapiens|COI-5P|JQ797839,0,0
GBHS14186-13|Homo sapiens|COI-5P|JQ703459,0,0
GBHS8956-13|Homo sapiens|COI-5P|KC554011,0,0
CYTC798-12|Homo sapiens|COI-5P|HQ873553,0,0
GBHS6878-13|Homo sapiens|COI-5P|FJ383646,0,0
GBHS15477-13|Homo sapiens|COI-5P|JQ702168,0,0
GBHS8193-13|Homo sapiens|COI-5P|JQ664514,0,0
GBHS7168-13|Homo sapiens|COI-5P|FJ383356,0,0
GBHS13515-13|Homo sapiens|COI-5P|JQ704132,0,0
GBHS15031-13|Homo sapiens|COI-5P|JQ702614,0,0
GBHS8369-13|Homo sapiens|COI-5P|JQ324768,0,0
GBHS14760-13|Homo sapiens|COI-5P|JQ702885,0,0
GBHS11719-13|Homo sapiens|COI-5P|JQ705928,0,0
GBHS10067-13|Homo sapiens|COI-5P|JX303751,2,0
GBHS9800-13|Homo sapiens|COI-5P|KC158584,0,0
GBHS9860-13|Homo sapiens|COI-5P|JX413034,2,0
CYTC3165-12|Homo sapiens|COI-5P|HM596709,0,0
GBHS8815-13|Homo sapiens|COI-5P|FJ748748,0,0
CYTC3031-12|Homo sapiens|COI-5P|HM346896,0,0
GBHS12196-13|Homo sapiens|COI-5P|JQ705451,0,0
GBHS8986-13|Homo sapiens|COI-5P|KC553981,0,0
GBHS11489-13|Homo sapiens|COI-5P|JX297146,0,0
GBHS11629-13|Homo sapiens|COI-5P|JQ706018,0,0
GBHS11070-13|Homo sapiens|COI-5P|KC346130,2,0
GBHS10654-13|Homo sapiens|COI-5P|KC994146,3,0
GBHS10401-13|Homo sapiens|COI-5P|JQ965974,0,0
GBHS10349-13|Homo sapiens|COI-5P|AP012361,0,0
GBHS11435-13|Homo sapiens|COI-5P|KC345765,2,0
GBHS14053-13|Homo sapiens|COI-5P|JQ703592,0,0
GBHS6791-13|Homo sapiens|COI-5P|FJ383733,0,1
GBHS15032-13|Homo sapiens|COI-5P|JQ702613,0,1
GBHS12445-13|Homo sapiens|COI-5P|JQ705202,0,0
CYTC3146-12|Homo sapiens|COI-5P|HM596691,0,0
GBHS8126-13|Homo sapiens|COI-5P|JF824835,0,0
GBHS7770-13|Homo sapiens|COI-5P|JQ797950,0,0
GBHS7676-13|Homo sapiens|COI-5P|JQ798044,0,0
GBHS10184-13|Homo sapiens|COI-5P|JX171091,0,0
GBHS9689-13|Homo sapiens|COI-5P|JX900342,0,0
GBHS13861-13|Homo sapiens|COI-5P|JQ703786,0,0
GBHS14279-13|Homo sapiens|COI-5P|JQ703366,0,0
GBHS6759-13|Homo sapiens|COI-5P|FJ383765,0,0
CYTC846-12|Homo sapiens|COI-5P|JF260942,0,0
CYTC440-12|Homo sapiens|COI-5P|HQ260949,0,0
CYTC2200-12|Homo sapiens|COI-5P|JQ245779,2,0
GBHS11308-13|Homo sapiens|COI-5P|KC345892,1,1
GBHS13475-13|Homo sapiens|COI-5P|JQ704172,0,0
GBHS9865-13|Homo sapiens|COI-5P|JX413029,2,0
GBHS9050-13|Homo sapiens|COI-5P|KC257383,0,0
GBHS15057-13|Homo sapiens|COI-5P|JQ702588,0,0
GBHS10535-13|Homo sapiens|COI-5P|HQ700855,0,0
GBHS8546-13|Homo sapiens|COI-5P|JQ324591,0,0
CYTC2111-12|Homo sapiens|COI-5P|JQ045118,0,0
GBHS10013-13|Homo sapiens|COI-5P|JX303805,0,0
GBHS10505-13|Homo sapiens|COI-5P|JN415474,0,0
GBHS8061-13|Homo sapiens|COI-5P|JF824900,0,0
GBHS14789-13|Homo sapiens|COI-5P|JQ702856,0,0
GBHS12839-13|Homo sapiens|COI-5P|JQ704808,1,0
GBHS7261-13|Homo sapiens|COI-5P|FJ383263,0,0
CYTC1631-12|Homo sapiens|COI-5P|JN647925,2,0
GBHS10111-13|Homo sapiens|COI-5P|JX289098,0,0
GBHS15651-13|Homo sapiens|COI-5P|JQ701994,1,0
GBHS12216-13|Homo sapiens|COI-5P|JQ705431,0,0
GBHS13003-13|Homo sapiens|COI-5P|JQ704644,0,0
GBHS8236-13|Homo sapiens|COI-5P|JQ324901,0,0
GBHS15771-13|Homo sapiens|COI-5P|JQ701874,0,0
GBHS13844-13|Homo sapiens|COI-5P|JQ703803,0,0
GBHS12162-13|Homo sapiens|COI-5P|JQ705485,0,0
CYTC2087-12|Homo sapiens|COI-5P|JQ045094,1,0
GBHS9539-13|Homo sapiens|COI-5P|JX900492,0,0
GBHS7982-13|Homo sapiens|COI-5P|JF824979,1,0
GBHS11821-13|Homo sapiens|COI-5P|JQ705826,1,0
GBHS6893-13|Homo sapiens|COI-5P|FJ383631,2,0
GBHS15482-13|Homo sapiens|COI-5P|JQ702163,0,0
GBHS8287-13|Homo sapiens|COI-5P|JQ324850,0,0
GBHS10833-13|Homo sapiens|COI-5P|KC993967,0,0
GBHS14164-13|Homo sapiens|COI-5P|JQ703481,1,0
CYTC1866-12|Homo sapiens|COI-5P|JQ044874,1,0
GBHS14254-13|Homo sapiens|COI-5P|JQ703391,0,1
GBHS10699-13|Homo sapiens|COI-5P|KC994101,0,0
GBMA5933-13|Brachyteles arachnoides|COI-5P|JX262672,117,12
GBHS0674-06|Homo sapiens|COI-5P|AP008824,0,0
CYTC610-12|Saimiri oerstedii oerstedii|COI-5P|HQ644337,98,18
CYTC609-12|Saimiri oerstedii citrinellus|COI-5P|HQ644336,98,18
GBMA0351-06|Saimiri oerstedii|COI-5P|AY671798,98,18
GBMA1941-09|Saimiri sciureus|COI-5P|FJ392288,104,18
GBMA1931-09|Saimiri sciureus|COI-5P|FJ402871,104,18
GBMA1927-09|Saimiri sciureus|COI-5P|FJ402876,104,18
GBMA17435-19|Saimiri sciureus|COI-5P|EF568644,104,18
ABGYC103-06|Saimiri sciureus|COI-5P|JF459275,104,18
GBMA16854-17|Saimiri sciureus|COI-5P|KJ862194,104,18
GBMA16853-17|Saimiri sciureus|COI-5P|KJ862198,104,18
GBMA17438-19|Saimiri sciureus|COI-5P|KJ862197,104,18
CYTC607-12|Saimiri sciureus sciureus|COI-5P|HQ644334,104,18
ACLB046-06|Saimiri boliviensis|COI-5P|HM102313,99,16
CYTC612-12|Saimiri sciureus macrodon|COI-5P|HQ644338,101,19
RDATC005-05|Saimiri boliviensis|COI-5P,100,18
GBMA1948-09|Saimiri sciureus|COI-5P|EF658649,100,18
GBMA0279-06|Saimiri boliviensis|COI-5P|AY549423,101,19
GBMA17418-19|Saguinus midas|COI-5P|EU185726,100,14
GTICO098-18|Saguinus leucopus|COI-5P,103,15
GTICO083-18|Saguinus leucopus|COI-5P,103,15
GTICO082-18|Saguinus leucopus|COI-5P,103,15
GTICO081-18|Saguinus leucopus|COI-5P,103,15
GTICO080-18|Saguinus geoffroyi|COI-5P,100,16
GBMA14819-17|Cebus kaapori|COI-5P|KY173039,103,17
GBMA14816-17|Cebus albifrons|COI-5P|KY173037,99,17
GBMA14815-17|Cebus albifrons|COI-5P|KY173038,99,17
GBMA17419-19|Cebus albifrons|COI-5P|KY173036,99,17
GBMA14821-17|Cebus albifrons|COI-5P|KY173035,99,17
GBMA14823-17|Cebus olivaceus|COI-5P|KY173033,102,17
GBMA14817-17|Cebus olivaceus|COI-5P|KY173034,99,17
GBMA14818-17|Cebus olivaceus|COI-5P|KY173032,99,17
GBMA17428-19|Sapajus nigritus|COI-5P|KY173124,105,15
ABGYC115-06|Cebus apella|COI-5P|JF459118,101,16
GBMA1942-09|Cebus apella|COI-5P|FJ392287,99,16
GBMA17384-19|Sapajus apella macrocephalus|COI-5P|KY173109,102,16
GBMA17385-19|Sapajus apella macrocephalus|COI-5P|KY173110,102,16
GBMA17382-19|Sapajus apella macrocephalus|COI-5P|KY173101,102,16
GBMA17386-19|Sapajus apella macrocephalus|COI-5P|KY173111,102,16
GBMA17388-19|Sapajus apella macrocephalus|COI-5P|KY173114,101,16
GBMA17387-19|Sapajus apella macrocephalus|COI-5P|KY173112,102,16
GBMA17424-19|Sapajus flavius|COI-5P|KY173087,102,16
GBMA1932-09|Cebus apella|COI-5P|FJ402870,101,16
GBMA1924-09|Cebus apella|COI-5P|FJ402879,101,16
GBMA17421-19|Sapajus apella|COI-5P|KY173077,101,16
GBMA17423-19|Sapajus apella|COI-5P|KY173079,101,16
GBMA17425-19|Sapajus libidinosus|COI-5P|KY173089,101,16
GBMA17427-19|Sapajus libidinosus|COI-5P|KY173092,101,16
GBMA17383-19|Sapajus apella macrocephalus|COI-5P|KY173106,101,16
GBMA17426-19|Sapajus libidinosus|COI-5P|KY173091,101,16
GBMA17422-19|Sapajus apella|COI-5P|KY173045,102,16
GBMA0280-06|Pithecia pithecia|COI-5P|AY549424,105,14
ABGYD812-06|Pithecia pithecia|COI-5P|JF459229,105,14
GBMA0342-06|Callimico goeldii|COI-5P|AY671788,103,15
ABRMM006-06|Callithrix jacchus|COI-5P|JF444285,92,14
ABRMM005-06|Callithrix jacchus|COI-5P|JF444284,92,14
GBMA17415-19|Callithrix jacchus|COI-5P|EU185732,93,14
CAB194-06|Callithrix jacchus|COI-5P,93,14
GBMA17413-19|Callithrix geoffroyi|COI-5P|EU185730,97,14
GBMA17414-19|Callithrix geoffroyi|COI-5P|KT236214,95,14
GBMA18072-19|Cheracebus lucifer|COI-5P|MH101708,100,13
GBMA18073-19|Cheracebus lugens|COI-5P|KU694206,98,14
GBMA14719-17|Callicebus nigrifrons|COI-5P|KU694202,110,14
GBMA18071-19|Callicebus personatus|COI-5P|MH101707,108,14
GBMA18079-19|Plecturocebus cupreus|COI-5P|KU694229,110,13
GBMA18075-19|Plecturocebus brunneus|COI-5P|KU694213,109,13
GBMA18080-19|Plecturocebus miltoni|COI-5P|KU694238,96,13
GBMA18076-19|Plecturocebus cinerascens|COI-5P|KU694225,101,13
GBMA18077-19|Plecturocebus cinerascens|COI-5P|KU694226,101,13
GBMA18078-19|Plecturocebus cinerascens|COI-5P|KU694227,101,13
GBMA18074-19|Plecturocebus bernhardi|COI-5P|KU694211,110,13
GBMA18082-19|Plecturocebus moloch|COI-5P|KU694222,113,13
GBMA18083-19|Plecturocebus moloch|COI-5P|KU694224,113,13
GBMA18096-19|Plecturocebus vieirai|COI-5P|MK091808,109,13
GBMA18085-19|Plecturocebus moloch|COI-5P|MK091801,111,13
GBMA18098-19|Plecturocebus vieirai|COI-5P|MK091806,111,13
GBMA18097-19|Plecturocebus vieirai|COI-5P|MH101709,111,13
GBMA18095-19|Plecturocebus vieirai|COI-5P|MK091807,111,13
GBMA18090-19|Plecturocebus moloch|COI-5P|MK091797,109,13
GBMA18081-19|Plecturocebus moloch|COI-5P|KU694247,109,13
GBMA18088-19|Plecturocebus moloch|COI-5P|MK091804,108,13
GBMA18084-19|Plecturocebus moloch|COI-5P|MK091800,108,13
GBMA18092-19|Plecturocebus moloch|COI-5P|MK091799,108,13
GBMA18086-19|Plecturocebus moloch|COI-5P|MK091802,106,13
GBMA18091-19|Plecturocebus moloch|COI-5P|MK091798,109,13
GBMA18087-19|Plecturocebus moloch|COI-5P|MK091803,109,13
GBMA18089-19|Plecturocebus moloch|COI-5P|MK091805,109,13
GBMA1944-09|Aotus azarae|COI-5P|EF658653,109,13
GBMA759-07|Aotus azarae|COI-5P|EF658655,109,13
GBMA758-07|Aotus azarae|COI-5P|EF658656,109,13
GBMA760-07|Aotus azarae|COI-5P|EF658654,109,13
GBMA1945-09|Aotus azarae|COI-5P|EF658652,109,13
GBMA0180-06|Aotus trivirgatus|COI-5P|AY250707,110,14
RDATC006-05|Aotus trivirgatus|COI-5P,111,13
ACLB042-06|Aotus trivirgatus|COI-5P|HM102288,111,13
CAB015-06|Lagothrix lagotricha|COI-5P,99,15
GBMA17412-19|Lagothrix lagotricha|COI-5P|EF568626,99,15
GBMA0352-06|Lagothrix lagotricha|COI-5P|AY673675,99,15
ABGYC124-06|Ateles paniscus|COI-5P|JF459104,108,13
GTICO088-18|Ateles fusciceps|COI-5P,103,13
GTICO091-18|Ateles hybridus|COI-5P,108,13
GTICO087-18|Ateles hybridus|COI-5P,107,13
CAB024-06|Ateles geoffroyi|COI-5P,108,13
GBMA17409-19|Ateles geoffroyi|COI-5P|EF568717,108,13
CAB014-06|Ateles geoffroyi|COI-5P,109,13
GBMA17411-19|Ateles geoffroyi|COI-5P|EF568622,109,13
GBMA768-07|Ateles geoffroyi|COI-5P|EF658646,109,13
CAB178-06|Ateles geoffroyi|COI-5P,110,13
GBMA17410-19|Ateles geoffroyi|COI-5P|AY972658,110,13
GTICO079-18|Ateles hybridus|COI-5P,108,13
GTICO089-18|Ateles belzebuth|COI-5P,107,13
GBMA0267-06|Nomascus gabriellae|COI-5P|AY544151,98,2
GBMA18006-19|Nomascus gabriellae|COI-5P|EU185727,98,2
GBMA18007-19|Nomascus leucogenys|COI-5P|EU185736,91,2
GBMA0265-06|Symphalangus syndactylus|COI-5P|AY544149,97,2
GBMA0264-06|Symphalangus syndactylus|COI-5P|AY544148,97,2
GBMA18008-19|Symphalangus syndactylus|COI-5P|AY972780,98,2
GBMA18005-19|Hylobates pileatus|COI-5P|AY972661,96,2
GBMA18003-19|Hylobates agilis|COI-5P|AY972708,94,2
GBMA0266-06|Hylobates lar|COI-5P|AY544150,98,3
GBMA18004-19|Hylobates lar|COI-5P|AY972705,98,2
GBMA0275-06|Gorilla gorilla|COI-5P|AY544159,68,2
GBMA17811-19|Gorilla gorilla|COI-5P|AY972775,68,2
GBMA17818-19|Gorilla gorilla|COI-5P|AY972808,67,2
GBMA17816-19|Gorilla gorilla|COI-5P|AY972655,67,2
GBMA17819-19|Gorilla gorilla|COI-5P|AY972649,67,2
GBMA8835-15|Gorilla gorilla|COI-5P|KJ192808,67,2
GBMA17812-19|Gorilla gorilla|COI-5P|AY972654,67,2
GBMA17810-19|Gorilla gorilla|COI-5P|AY972699,66,2
GBMA17817-19|Gorilla gorilla|COI-5P|AY972663,66,2
GBMA0297-06|Gorilla gorilla|COI-5P|AY633975,66,2
ABRMM054-06|Gorilla gorilla|COI-5P|JF444303,66,2
GBMA0299-06|Gorilla gorilla|COI-5P|AY633977,66,2
GBMA17809-19|Gorilla gorilla|COI-5P|AY972677,66,2
GBMA17815-19|Gorilla gorilla|COI-5P|AY972792,68,2
GBMA17813-19|Gorilla gorilla|COI-5P|AY972700,67,2
GBMA15193-17|Gorilla gorilla|COI-5P|LC144612,66,2
GBMA15192-17|Gorilla gorilla|COI-5P|LC144610,66,2
GBMA0274-06|Gorilla gorilla|COI-5P|AY544158,66,2
GBMA17814-19|Gorilla gorilla|COI-5P|AY972664,66,2
GBMA0273-06|Gorilla gorilla|COI-5P|AY544157,66,3
GBMA17821-19|Pan paniscus|COI-5P|AY972671,66,0
GBMA0277-06|Pan paniscus|COI-5P|AY544161,67,0
CYTC1031-12|Pan paniscus|COI-5P|JF727222,66,0
GBMA0346-06|Pan paniscus|COI-5P|AY671792,66,0
GBMA0271-06|Pan paniscus|COI-5P|AY544155,66,0
CYTC1030-12|Pan paniscus|COI-5P|JF727221,66,0
CYTC1028-12|Pan paniscus|COI-5P|JF727219,66,0
CYTC1029-12|Pan paniscus|COI-5P|JF727220,65,0
CYTC1035-12|Pan paniscus|COI-5P|JF727226,62,0
CYTC1034-12|Pan paniscus|COI-5P|JF727225,62,0
CYTC1033-12|Pan paniscus|COI-5P|JF727224,62,0
CYTC1036-12|Pan paniscus|COI-5P|JF727227,62,0
GBMA0272-06|Pan paniscus|COI-5P|AY544156,59,1
GBMA0278-06|Pan paniscus|COI-5P|AY544162,59,1
CYTC1037-12|Pan paniscus|COI-5P|JF727228,61,0
CYTC1039-12|Pan paniscus|COI-5P|JF727230,61,0
CYTC1047-12|Pan paniscus|COI-5P|JF727238,62,0
CYTC1045-12|Pan paniscus|COI-5P|JF727236,61,1
